start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season
30/12/2017 18:37,16,rat,30/12/2017 18:35,30/12/2017 18:38,108,1,0,0,30/12/2017 16:45,1.870833333,0
30/12/2017 19:51,0.074015603,fast,30/12/2017 19:50,30/12/2017 19:55,17,0,1,0,30/12/2017 16:45,3.100833333,0
30/12/2017 19:51,4,fast,30/12/2017 19:50,30/12/2017 19:55,41,0,1,0,30/12/2017 16:45,3.1075,0
30/12/2017 19:52,10,rat,30/12/2017 19:50,30/12/2017 19:55,111,1,0,0,30/12/2017 16:45,3.126944444,0
30/12/2017 19:54,15,rat,30/12/2017 19:50,30/12/2017 19:55,194,1,0,0,30/12/2017 16:45,3.15,0
30/12/2017 19:54,24,rat,30/12/2017 19:50,30/12/2017 19:55,215,1,0,0,30/12/2017 16:45,3.155833333,0
30/12/2017 19:54,13,rat,30/12/2017 19:50,30/12/2017 19:55,253,1,0,0,30/12/2017 16:45,3.166388889,0
26/12/2017 21:24,15,rat,26/12/2017 21:22,26/12/2017 21:27,88,1,0,0,26/12/2017 16:43,4.684444444,0
26/12/2017 21:24,6,pick,26/12/2017 21:22,26/12/2017 21:27,113,0,1,0,26/12/2017 16:43,4.691388889,0
26/12/2017 21:24,3,fast,26/12/2017 21:22,26/12/2017 21:27,121,0,1,0,26/12/2017 16:43,4.693611111,0
26/12/2017 21:24,5,pick,26/12/2017 21:22,26/12/2017 21:27,128,0,1,0,26/12/2017 16:43,4.695555556,0
26/12/2017 21:25,6,pick,26/12/2017 21:22,26/12/2017 21:27,153,0,1,0,26/12/2017 16:43,4.7025,0
26/12/2017 21:26,10,rat,26/12/2017 21:22,26/12/2017 21:27,208,1,0,0,26/12/2017 16:43,4.717777778,0
26/12/2017 21:26,1,bat_fight,26/12/2017 21:22,26/12/2017 21:27,216,1,0,0,26/12/2017 16:43,4.72,0
27/12/2017 1:35,2,rat_and_no_food,27/12/2017 1:34,27/12/2017 1:41,37,1,0,0,26/12/2017 16:43,8.8725,0
26/12/2017 20:57,5,,26/12/2017 20:53,26/12/2017 20:58,199,0,0,0,26/12/2017 16:43,4.2375,0
26/12/2017 20:57,1,,26/12/2017 20:53,26/12/2017 20:58,239,0,0,0,26/12/2017 16:43,4.248611111,0
28/12/2017 19:36,1,fast,28/12/2017 19:35,28/12/2017 19:46,14,0,1,0,28/12/2017 16:44,2.868888889,0
28/12/2017 19:36,2,rat,28/12/2017 19:35,28/12/2017 19:46,40,1,0,0,28/12/2017 16:44,2.876111111,0
28/12/2017 19:37,26,rat,28/12/2017 19:35,28/12/2017 19:46,68,1,0,0,28/12/2017 16:44,2.883888889,0
28/12/2017 19:44,5,rat_and_others,28/12/2017 19:35,28/12/2017 19:46,521,1,0,0,28/12/2017 16:44,3.009722222,0
28/12/2017 19:45,15,pick_and_others,28/12/2017 19:35,28/12/2017 19:46,564,1,1,0,28/12/2017 16:44,3.021666667,0
28/12/2017 19:46,24,rat,28/12/2017 19:35,28/12/2017 19:46,607,1,0,0,28/12/2017 16:44,3.033611111,0
28/12/2017 3:58,2,fast,28/12/2017 3:56,28/12/2017 4:13,107,0,1,0,27/12/2017 16:43,11.26277778,0
28/12/2017 4:02,2,fast,28/12/2017 3:56,28/12/2017 4:13,358,0,1,0,27/12/2017 16:43,11.3325,0
28/12/2017 4:11,1,,28/12/2017 3:56,28/12/2017 4:13,852,0,0,0,27/12/2017 16:43,11.46972222,0
27/01/2018 23:44,0.049410419,fast,27/01/2018 23:44,27/01/2018 23:50,12,0,1,1,27/01/2018 17:09,6.591111111,0
27/01/2018 23:44,1,fast,27/01/2018 23:44,27/01/2018 23:50,14,0,1,1,27/01/2018 17:09,6.591666667,0
27/01/2018 23:45,6,rat,27/01/2018 23:44,27/01/2018 23:50,49,1,0,1,27/01/2018 17:09,6.601388889,0
27/01/2018 23:45,3,fast,27/01/2018 23:44,27/01/2018 23:50,68,0,1,1,27/01/2018 17:09,6.606666667,0
27/01/2018 23:45,8,rat,27/01/2018 23:44,27/01/2018 23:50,84,1,0,1,27/01/2018 17:09,6.611111111,0
27/01/2018 23:46,31,rat,27/01/2018 23:44,27/01/2018 23:50,122,1,0,1,27/01/2018 17:09,6.621666667,0
27/01/2018 23:47,0.010695699,fast,27/01/2018 23:44,27/01/2018 23:50,186,0,1,1,27/01/2018 17:09,6.639444444,0
27/01/2018 23:48,2,fast,27/01/2018 23:44,27/01/2018 23:50,231,0,1,1,27/01/2018 17:09,6.651944444,0
27/01/2018 23:48,1,gaze,27/01/2018 23:44,27/01/2018 23:50,246,0,0,1,27/01/2018 17:09,6.656111111,0
27/01/2018 23:48,9,pick,27/01/2018 23:44,27/01/2018 23:50,253,0,1,1,27/01/2018 17:09,6.658055556,0
27/01/2018 23:50,6,pick,27/01/2018 23:44,27/01/2018 23:50,355,0,1,1,27/01/2018 17:09,6.686388889,0
28/01/2018 4:20,11,pick,28/01/2018 4:08,28/01/2018 4:20,742,0,1,1,27/01/2018 17:09,11.1975,0
1/01/2018 1:52,2,fast,1/01/2018 1:50,1/01/2018 1:55,115,0,1,1,31/12/2017 16:46,9.108333333,0
31/01/2018 19:44,3,rat,31/01/2018 19:41,31/01/2018 19:45,195,1,0,1,31/01/2018 17:13,2.522777778,0
31/01/2018 22:23,1,fast,31/01/2018 22:20,31/01/2018 22:24,168,0,1,1,31/01/2018 17:13,5.168333333,0
10/01/2018 23:34,4,,10/01/2018 23:32,10/01/2018 23:34,113,0,0,1,10/01/2018 16:54,6.673888889,0
10/01/2018 4:12,1,rat,10/01/2018 4:07,10/01/2018 4:15,306,1,0,1,9/01/2018 16:53,11.32222222,0
28/01/2018 19:56,1,fast,28/01/2018 19:56,28/01/2018 20:10,9,0,1,1,28/01/2018 17:10,2.770833333,0
28/01/2018 20:03,1,rat,28/01/2018 19:56,28/01/2018 20:10,456,1,0,1,28/01/2018 17:10,2.895,0
28/01/2018 20:04,0.035319187,rat,28/01/2018 19:56,28/01/2018 20:10,528,1,0,1,28/01/2018 17:10,2.915,0
28/01/2018 20:05,1,rat,28/01/2018 19:56,28/01/2018 20:10,534,1,0,1,28/01/2018 17:10,2.916666667,0
28/01/2018 20:05,7,pick_rat,28/01/2018 19:56,28/01/2018 20:10,545,1,1,1,28/01/2018 17:10,2.919722222,0
28/01/2018 20:05,1,fast,28/01/2018 19:56,28/01/2018 20:10,551,0,1,1,28/01/2018 17:10,2.921388889,0
28/01/2018 20:05,0.034803066,fast,28/01/2018 19:56,28/01/2018 20:10,569,0,1,1,28/01/2018 17:10,2.926388889,0
28/01/2018 20:05,1,rat,28/01/2018 19:56,28/01/2018 20:10,583,1,0,1,28/01/2018 17:10,2.930277778,0
28/01/2018 20:05,1,fast,28/01/2018 19:56,28/01/2018 20:10,589,0,1,1,28/01/2018 17:10,2.931944444,0
28/01/2018 20:06,2,fast,28/01/2018 19:56,28/01/2018 20:10,627,0,1,1,28/01/2018 17:10,2.9425,0
28/01/2018 20:06,1,fast,28/01/2018 19:56,28/01/2018 20:10,631,0,1,1,28/01/2018 17:10,2.943611111,0
28/01/2018 20:06,4,fast,28/01/2018 19:56,28/01/2018 20:10,642,0,1,1,28/01/2018 17:10,2.946666667,0
28/01/2018 20:08,4,pick,28/01/2018 19:56,28/01/2018 20:10,720,0,1,1,28/01/2018 17:10,2.968333333,0
28/01/2018 20:09,3,rat,28/01/2018 19:56,28/01/2018 20:10,824,1,0,1,28/01/2018 17:10,2.997222222,0
29/01/2018 1:32,22,pick,29/01/2018 1:29,29/01/2018 1:33,225,0,1,1,28/01/2018 17:10,8.381666667,0
28/01/2018 19:58,1,rat,28/01/2018 19:56,28/01/2018 20:10,162,1,0,1,28/01/2018 17:10,2.813333333,0
20/02/2018 1:49,2,rat,20/02/2018 1:47,20/02/2018 1:50,151,1,0,2,19/02/2018 17:30,8.333055556,0
20/02/2018 3:10,1,rat,20/02/2018 3:10,20/02/2018 3:11,17,1,0,2,19/02/2018 17:30,9.676111111,0
20/02/2018 2:12,3,bat,20/02/2018 2:10,20/02/2018 2:13,116,1,0,2,19/02/2018 17:30,8.713055556,0
10/02/2018 0:43,4,rat,10/02/2018 0:43,10/02/2018 0:45,22,1,0,2,9/02/2018 17:21,7.375277778,0
10/02/2018 0:44,3,fast,10/02/2018 0:43,10/02/2018 0:45,96,0,1,2,9/02/2018 17:21,7.395833333,0
10/02/2018 0:49,0.089216347,fast,10/02/2018 0:49,10/02/2018 0:51,18,0,1,2,9/02/2018 17:21,7.471944444,0
10/02/2018 0:49,2,rat,10/02/2018 0:49,10/02/2018 0:51,56,1,0,2,9/02/2018 17:21,7.4825,0
10/02/2018 0:50,0.041390374,fast,10/02/2018 0:49,10/02/2018 0:51,65,0,1,2,9/02/2018 17:21,7.485,0
10/02/2018 0:50,0.090143902,rat,10/02/2018 0:49,10/02/2018 0:51,81,1,0,2,9/02/2018 17:21,7.489444444,0
10/02/2018 0:50,20,both,10/02/2018 0:49,10/02/2018 0:51,102,0,0,2,9/02/2018 17:21,7.495277778,0
10/02/2018 0:51,2,rat,10/02/2018 0:49,10/02/2018 0:51,149,1,0,2,9/02/2018 17:21,7.508333333,0
10/02/2018 0:44,7,bat,10/02/2018 0:43,10/02/2018 0:45,61,1,0,2,9/02/2018 17:21,7.386111111,0
10/02/2018 0:44,21,pick_bat,10/02/2018 0:43,10/02/2018 0:45,65,1,1,2,9/02/2018 17:21,7.387222222,0
10/02/2018 0:44,4,pick,10/02/2018 0:43,10/02/2018 0:45,68,0,1,2,9/02/2018 17:21,7.388055556,0
10/02/2018 0:44,2,pick,10/02/2018 0:43,10/02/2018 0:45,80,0,1,2,9/02/2018 17:21,7.391388889,0
7/02/2018 18:11,7,"94.0,305.0,239.0,416.0; 364.8,139.3,462.3,241.3",7/02/2018 18:11,7/02/2018 18:11,10,0,0,2,7/02/2018 17:19,0.8775,0
7/02/2018 18:32,1,rat,7/02/2018 18:29,7/02/2018 18:44,166,1,0,2,7/02/2018 17:19,1.225277778,0
7/02/2018 22:58,14,pick,7/02/2018 22:53,7/02/2018 22:58,299,0,1,2,7/02/2018 17:19,5.661944444,0
8/02/2018 1:47,8,rat attack,8/02/2018 1:47,8/02/2018 1:48,7,1,0,2,7/02/2018 17:19,8.481666667,0
8/02/2018 1:52,1,fast,8/02/2018 1:52,8/02/2018 1:52,2,0,1,2,7/02/2018 17:19,8.554722222,0
8/02/2018 2:06,6,rat,8/02/2018 2:05,8/02/2018 2:09,74,1,0,2,7/02/2018 17:19,8.796944444,0
8/02/2018 2:06,1,rat,8/02/2018 2:05,8/02/2018 2:09,80,1,0,2,7/02/2018 17:19,8.798611111,0
8/02/2018 2:07,7,rat,8/02/2018 2:05,8/02/2018 2:09,99,1,0,2,7/02/2018 17:19,8.803888889,0
8/02/2018 2:07,4,rat,8/02/2018 2:05,8/02/2018 2:09,116,1,0,2,7/02/2018 17:19,8.808611111,0
8/02/2018 2:08,4,rat,8/02/2018 2:05,8/02/2018 2:09,200,1,0,2,7/02/2018 17:19,8.831944444,0
8/02/2018 3:41,0.035867953,rat,8/02/2018 3:41,8/02/2018 3:45,27,1,0,2,7/02/2018 17:19,10.37444444,0
2/02/2018 0:43,2,fast,2/02/2018 0:40,2/02/2018 0:44,184,0,1,2,1/02/2018 17:14,7.489722222,0
2/02/2018 0:44,1,rat,2/02/2018 0:40,2/02/2018 0:44,239,1,0,2,1/02/2018 17:14,7.505,0
9/02/2018 0:06,3,fast,9/02/2018 0:06,9/02/2018 0:06,2,0,1,2,8/02/2018 17:20,6.767222222,0
9/02/2018 0:11,1,rat,9/02/2018 0:09,9/02/2018 0:13,135,1,0,2,8/02/2018 17:20,6.862222222,0
9/02/2018 0:26,17,pick,9/02/2018 0:26,9/02/2018 0:32,2,0,1,2,8/02/2018 17:20,7.114722222,0
9/02/2018 0:29,1,rat,9/02/2018 0:26,9/02/2018 0:32,154,1,0,2,8/02/2018 17:20,7.156944444,0
9/02/2018 3:31,1,rat,9/02/2018 3:28,9/02/2018 3:33,146,1,0,2,8/02/2018 17:20,10.18444444,0
9/02/2018 3:32,21,rat,9/02/2018 3:28,9/02/2018 3:33,211,1,0,2,8/02/2018 17:20,10.2025,0
9/02/2018 3:32,9,pick,9/02/2018 3:28,9/02/2018 3:33,246,0,1,2,8/02/2018 17:20,10.21222222,0
13/02/2018 3:44,1,rat,13/02/2018 3:43,13/02/2018 3:45,77,1,0,2,12/02/2018 17:24,10.34222222,0
13/02/2018 3:50,3,fast,13/02/2018 3:49,13/02/2018 3:50,59,0,1,2,12/02/2018 17:24,10.435,0
14/02/2018 22:05,1,rat,14/02/2018 22:04,14/02/2018 22:12,89,1,0,2,14/02/2018 17:26,4.659166667,0
14/02/2018 22:08,2,rat,14/02/2018 22:04,14/02/2018 22:12,259,1,0,2,14/02/2018 17:26,4.706388889,0
14/02/2018 22:11,4,rat,14/02/2018 22:04,14/02/2018 22:12,470,1,0,2,14/02/2018 17:26,4.765,0
14/02/2018 22:46,2,rat,14/02/2018 22:43,14/02/2018 22:52,187,1,0,2,14/02/2018 17:26,5.341666667,0
14/02/2018 22:46,1,rat,14/02/2018 22:43,14/02/2018 22:52,204,1,0,2,14/02/2018 17:26,5.346388889,0
14/02/2018 22:50,2,rat,14/02/2018 22:43,14/02/2018 22:52,420,1,0,2,14/02/2018 17:26,5.406388889,0
14/02/2018 22:50,9,rat,14/02/2018 22:43,14/02/2018 22:52,434,1,0,2,14/02/2018 17:26,5.410277778,0
14/02/2018 22:51,0.061201372,rat,14/02/2018 22:43,14/02/2018 22:52,512,1,0,2,14/02/2018 17:26,5.431944444,0
14/02/2018 22:52,1,rat,14/02/2018 22:43,14/02/2018 22:52,518,1,0,2,14/02/2018 17:26,5.433611111,0
14/02/2018 3:11,31,pick,14/02/2018 3:02,14/02/2018 3:11,499,0,1,2,13/02/2018 17:25,9.771666667,0
14/02/2018 5:30,1,rat,14/02/2018 5:26,14/02/2018 5:34,225,1,0,2,13/02/2018 17:25,12.09194444,0
15/02/2018 18:21,0.050105814,fast,15/02/2018 18:20,15/02/2018 18:28,54,0,1,2,15/02/2018 17:26,0.9225,0
15/02/2018 19:31,1,fast,15/02/2018 19:30,15/02/2018 19:31,30,0,1,2,15/02/2018 17:26,2.085833333,0
15/02/2018 19:31,0.085595674,attack_rat,15/02/2018 19:30,15/02/2018 19:31,71,1,0,2,15/02/2018 17:26,2.097222222,0
15/02/2018 18:52,6,bat,15/02/2018 18:49,15/02/2018 18:55,179,1,0,2,15/02/2018 17:26,1.440277778,0
15/02/2018 18:52,6,pick,15/02/2018 18:49,15/02/2018 18:55,201,0,1,2,15/02/2018 17:26,1.446388889,0
15/02/2018 18:54,1,rat,15/02/2018 18:49,15/02/2018 18:55,321,1,0,2,15/02/2018 17:26,1.479722222,0
4/02/2018 18:33,3,bat_and_rat,4/02/2018 18:32,4/02/2018 18:50,77,1,0,2,4/02/2018 17:17,1.274722222,0
4/02/2018 18:32,155,,4/02/2018 18:32,4/02/2018 18:50,42,0,0,2,4/02/2018 17:17,1.265,0
4/02/2018 18:46,1,,4/02/2018 18:32,4/02/2018 18:50,856,0,0,2,4/02/2018 17:17,1.491111111,0
4/02/2018 18:47,1,,4/02/2018 18:32,4/02/2018 18:50,933,0,0,2,4/02/2018 17:17,1.5125,0
3/02/2018 17:51,29,rat,3/02/2018 17:51,3/02/2018 17:51,22,1,0,2,3/02/2018 17:16,0.592777778,0
2/02/2018 18:30,4,rat,2/02/2018 18:30,2/02/2018 18:30,3,1,0,2,2/02/2018 17:15,1.260555556,0
5/02/2018 23:22,1,,5/02/2018 23:21,5/02/2018 23:26,77,0,0,2,5/02/2018 17:18,6.072222222,0
5/02/2018 23:22,1,,5/02/2018 23:21,5/02/2018 23:26,110,0,0,2,5/02/2018 17:18,6.081388889,0
5/02/2018 23:25,6,,5/02/2018 23:21,5/02/2018 23:26,253,0,0,2,5/02/2018 17:18,6.121111111,0
16/02/2018 22:18,2,rat,16/02/2018 22:18,16/02/2018 22:22,25,1,0,2,16/02/2018 17:27,4.860277778,0
16/02/2018 22:21,16,rat,16/02/2018 22:18,16/02/2018 22:22,181,1,0,2,16/02/2018 17:27,4.903611111,0
16/02/2018 22:21,2,rat,16/02/2018 22:18,16/02/2018 22:22,201,1,0,2,16/02/2018 17:27,4.909166667,0
16/02/2018 22:21,1,fast,16/02/2018 22:18,16/02/2018 22:22,206,0,1,2,16/02/2018 17:27,4.910555556,0
16/02/2018 22:22,0.07570842,rat_attack,16/02/2018 22:18,16/02/2018 22:22,250,1,0,2,16/02/2018 17:27,4.922777778,0
19/02/2018 0:33,0.057540536,fast,19/02/2018 0:31,19/02/2018 0:34,157,0,1,2,18/02/2018 17:29,7.078055556,0
19/02/2018 1:33,3,rat,19/02/2018 1:33,19/02/2018 1:33,6,1,0,2,18/02/2018 17:29,8.078333333,0
10/02/2018 21:08,5,rat,10/02/2018 21:04,10/02/2018 21:11,222,1,0,2,10/02/2018 17:22,3.771111111,0
10/02/2018 21:36,1,rat,10/02/2018 21:35,10/02/2018 21:36,68,1,0,2,10/02/2018 17:22,4.236666667,0
10/02/2018 21:36,2,rat,10/02/2018 21:35,10/02/2018 21:36,75,1,0,2,10/02/2018 17:22,4.238611111,0
10/02/2018 21:44,1,rat,10/02/2018 21:44,10/02/2018 21:51,6,1,0,2,10/02/2018 17:22,4.368333333,0
10/02/2018 21:45,6,,10/02/2018 21:44,10/02/2018 21:51,86,0,0,2,10/02/2018 17:22,4.390555556,0
10/02/2018 21:45,4,rat,10/02/2018 21:44,10/02/2018 21:51,92,1,0,2,10/02/2018 17:22,4.392222222,0
10/02/2018 21:46,13,rat,10/02/2018 21:44,10/02/2018 21:51,137,1,0,2,10/02/2018 17:22,4.404722222,0
10/02/2018 21:46,1,rat,10/02/2018 21:44,10/02/2018 21:51,155,1,0,2,10/02/2018 17:22,4.409722222,0
10/02/2018 21:46,2,fast,10/02/2018 21:44,10/02/2018 21:51,158,0,1,2,10/02/2018 17:22,4.410555556,0
10/02/2018 21:47,1,rat,10/02/2018 21:44,10/02/2018 21:51,224,1,0,2,10/02/2018 17:22,4.428888889,0
11/02/2018 0:32,1,rat,11/02/2018 0:31,11/02/2018 0:33,35,1,0,2,10/02/2018 17:22,7.1725,0
11/02/2018 1:09,5,pick,11/02/2018 1:09,11/02/2018 1:10,7,0,1,2,10/02/2018 17:22,7.794722222,0
11/02/2018 1:54,0.04438061,rat,11/02/2018 1:52,11/02/2018 1:58,105,1,0,2,10/02/2018 17:22,8.544444444,0
11/02/2018 1:55,3,rat,11/02/2018 1:52,11/02/2018 1:58,132,1,0,2,10/02/2018 17:22,8.551944444,0
11/02/2018 1:56,1,fast,11/02/2018 1:52,11/02/2018 1:58,242,0,1,2,10/02/2018 17:22,8.5825,0
11/02/2018 1:57,6,fast,11/02/2018 1:52,11/02/2018 1:58,269,0,1,2,10/02/2018 17:22,8.59,0
11/02/2018 1:57,24,rat,11/02/2018 1:52,11/02/2018 1:58,286,1,0,2,10/02/2018 17:22,8.594722222,0
10/02/2018 19:25,0.097399911,fast,10/02/2018 19:24,10/02/2018 19:25,13,0,1,2,10/02/2018 17:22,2.05,0
17/02/2018 20:50,2,rat,17/02/2018 20:49,17/02/2018 20:51,20,1,0,2,17/02/2018 17:28,3.370555556,0
17/02/2018 20:50,1,rat,17/02/2018 20:49,17/02/2018 20:51,35,1,0,2,17/02/2018 17:28,3.374722222,0
17/02/2018 20:50,2,rat,17/02/2018 20:49,17/02/2018 20:51,42,1,0,2,17/02/2018 17:28,3.376666667,0
17/02/2018 17:42,0.050211363,fast,17/02/2018 17:40,17/02/2018 17:43,139,0,1,2,17/02/2018 17:28,0.247777778,0
18/03/2018 21:37,3,fast,18/03/2018 21:37,18/03/2018 21:40,2,0,1,3,18/03/2018 17:50,3.795555556,1
18/03/2018 21:38,2,fast,18/03/2018 21:37,18/03/2018 21:40,73,0,1,3,18/03/2018 17:50,3.815277778,1
18/03/2018 21:39,1,fast,18/03/2018 21:37,18/03/2018 21:40,105,0,1,3,18/03/2018 17:50,3.824166667,1
18/03/2018 21:39,2,fast,18/03/2018 21:37,18/03/2018 21:40,130,0,1,3,18/03/2018 17:50,3.831111111,1
29/03/2018 0:47,4,pick,29/03/2018 0:46,29/03/2018 0:55,71,0,1,3,28/03/2018 18:57,5.849444444,1
29/03/2018 0:49,0.046019395,rat,29/03/2018 0:46,29/03/2018 0:55,192,1,0,3,28/03/2018 18:57,5.883055556,1
29/03/2018 0:50,9,pick,29/03/2018 0:46,29/03/2018 0:55,220,0,1,3,28/03/2018 18:57,5.890833333,1
29/03/2018 0:50,18,pick,29/03/2018 0:46,29/03/2018 0:55,239,0,1,3,28/03/2018 18:57,5.896111111,1
29/03/2018 0:50,14,rat,29/03/2018 0:46,29/03/2018 0:55,250,1,0,3,28/03/2018 18:57,5.899166667,1
29/03/2018 0:51,2,other_bats,29/03/2018 0:46,29/03/2018 0:55,264,1,0,3,28/03/2018 18:57,5.903055556,1
29/03/2018 0:51,3,fast,29/03/2018 0:46,29/03/2018 0:55,265,0,1,3,28/03/2018 18:57,5.903333333,1
29/03/2018 0:51,12,rat,29/03/2018 0:46,29/03/2018 0:55,279,1,0,3,28/03/2018 18:57,5.907222222,1
29/03/2018 0:51,15,pick,29/03/2018 0:46,29/03/2018 0:55,295,0,1,3,28/03/2018 18:57,5.911666667,1
29/03/2018 0:53,2,fast,29/03/2018 0:46,29/03/2018 0:55,426,0,1,3,28/03/2018 18:57,5.948055556,1
29/03/2018 0:54,34,rat,29/03/2018 0:46,29/03/2018 0:55,452,1,0,3,28/03/2018 18:57,5.955277778,1
29/03/2018 0:55,11,rat,29/03/2018 0:46,29/03/2018 0:55,507,1,0,3,28/03/2018 18:57,5.970555556,1
29/03/2018 2:20,0.013008356,fast,29/03/2018 2:19,29/03/2018 2:25,29,0,1,3,28/03/2018 18:57,7.385833333,1
29/03/2018 2:21,2,fast,29/03/2018 2:19,29/03/2018 2:25,135,0,1,3,28/03/2018 18:57,7.415277778,1
29/03/2018 2:22,2,rat,29/03/2018 2:19,29/03/2018 2:25,188,1,0,3,28/03/2018 18:57,7.43,1
29/03/2018 2:25,0.028276798,rat,29/03/2018 2:19,29/03/2018 2:25,329,1,0,3,28/03/2018 18:57,7.469166667,1
20/03/2018 2:11,4,rat_pick,20/03/2018 2:11,20/03/2018 2:11,46,1,1,3,19/03/2018 17:51,8.347222222,1
20/03/2018 3:17,2,fast,20/03/2018 3:15,20/03/2018 3:17,108,0,1,3,19/03/2018 17:51,9.436944444,1
31/03/2018 0:28,25,other_bats,31/03/2018 0:20,31/03/2018 0:28,517,1,0,3,30/03/2018 18:59,5.497777778,1
31/03/2018 1:57,3,fast,31/03/2018 1:48,31/03/2018 1:58,537,0,1,3,30/03/2018 18:59,6.976944444,1
31/03/2018 0:28,1,,31/03/2018 0:20,31/03/2018 0:28,507,0,0,3,30/03/2018 18:59,5.495,1
31/03/2018 1:58,0.064154735,fast,31/03/2018 1:48,31/03/2018 1:58,572,0,1,3,30/03/2018 18:59,6.986666667,1
2/04/2018 22:04,10,rat,2/04/2018 21:58,2/04/2018 22:09,381,1,0,4,2/04/2018 19:01,3.06,1
2/04/2018 22:05,8,rat_and_bat,2/04/2018 21:58,2/04/2018 22:09,436,1,0,4,2/04/2018 19:01,3.075277778,1
2/04/2018 22:05,2,fast,2/04/2018 21:58,2/04/2018 22:09,450,0,1,4,2/04/2018 19:01,3.079166667,1
2/04/2018 22:05,6,rat_and_bat,2/04/2018 21:58,2/04/2018 22:09,455,1,0,4,2/04/2018 19:01,3.080555556,1
2/04/2018 22:06,2,bowl_out,2/04/2018 21:58,2/04/2018 22:09,477,0,0,4,2/04/2018 19:01,3.086666667,1
